StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,timerPassage_First Click,timerPassage_Last Click,timerPassage_Page Submit,timerPassage_Click Count,S1Q1,S1Q2,S1Q3,S1Q4,S1Q5,S1Q6,S1Q7,S1Q8,S1Q9,S1Q10,S1Understand_1,S1Minutes,S1Interest_1,S1Knowledge_1,S1Progress,S2Understand_1,S2Interest_1,S2Knowledge_1,S2Progress,S2Q1a,S2Q2a,S2Q3a,S2Q4a,S2Q5a,S2Q6a,S2Q7a,S2Q8a,S2Q9a,S2Q10a,S2Q1b,S2Q2b,S2Q3b,S2Q4b,S2Q5b,S2Q6b,S2Q7b,S2Q8b,S2Q9b,S2Q10b,SC0,SC1,SC2,Group
3/13/2019 9:28,3/13/2019 9:39,0,196.19.157.76,100,647,1,3/13/2019 9:39,R_3qIKJtuVsxUKQXF,,,,,39.09970093,-94.57859802,anonymous,EN,0,0,19.46,0,2,1,2,2,2,2,3,2,2,2,87,8,67,68,1,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,Down2
3/13/2019 9:22,3/13/2019 9:39,0,198.245.254.124,100,1008,1,3/13/2019 9:39,R_3r1zkiJjQ4SCTah,,,,,33.41879272,-86.78669739,anonymous,EN,4.735,5.406,53.744,2,,,,,,,,,,,,,,,,92,50,20,2,2,,4,2,4,,,2,,,,2,,,,4,2,,4,3,0,3,3,PreTest
3/13/2019 9:34,3/13/2019 9:39,0,174.213.0.62,100,304,1,3/13/2019 9:39,R_29gERmpMIjy3AkD,,,,,33.7539978,-117.7919006,anonymous,EN,14.382,147.323,147.86,25,,,,,,,,,,,,,,,,83,36,34,2,3,,,2,,4,2,,3,,,3,4,,2,,,2,,1,0,2,2,PostTest
3/13/2019 9:26,3/13/2019 9:39,0,178.175.143.163,100,772,1,3/13/2019 9:39,R_xggWbW9diyOInv3,,,,,0,0,anonymous,EN,22.025,26.326,27.803,2,2,3,1,3,2,3,4,1,3,1,33,5,42,0,2,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,FT
3/13/2019 9:31,3/13/2019 9:39,0,24.3.88.250,100,505,1,3/13/2019 9:39,R_33pASTquYcKPlu0,,,,,40.40289307,-80.09149933,anonymous,EN,28.865,171.131,172.747,7,,,,,,,,,,,,,,,,99,100,3,1,,3,4,,2,4,2,,,,2,,,1,,,,2,4,2,0,1,3,PostFeed
3/13/2019 9:34,3/13/2019 9:39,0,73.49.97.191,100,317,1,3/13/2019 9:39,R_1CEjxgMKgqDpF4X,,,,,27.29130554,-80.29769897,anonymous,EN,0,0,108.871,0,,,,,,,,,,,,,,,,73,48,35,2,1,2,,2,,2,,2,,,,,4,,2,,2,,2,1,0,3,2,PostTest
3/13/2019 9:34,3/13/2019 9:39,0,174.226.23.31,100,306,1,3/13/2019 9:39,R_2dBfz6SvSjsnRPL,,,,,36.86950684,-76.38690186,anonymous,EN,1.243,90.548,91.895,11,,,,,,,,,,,,,,,,35,81,16,1,,3,4,2,,4,,,,1,3,,,,3,,2,4,4,,0,2,2,PostFeed
3/13/2019 9:23,3/13/2019 9:39,0,104.178.118.183,100,979,1,3/13/2019 9:39,R_3isaw7sRrVPq3i4,,,,,37.56469727,-97.3553009,anonymous,EN,0,0,127.026,0,3,3,4,2,2,2,2,2,4,1,80,3,70,30,1,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,Up2
3/13/2019 9:35,3/13/2019 9:39,0,66.30.237.148,100,262,1,3/13/2019 9:39,R_2ZCgogrmWnu767B,,,,,41.68530273,-72.92960358,anonymous,EN,0,0,96.719,0,2,3,4,2,2,2,2,2,2,1,100,4,100,50,1,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,Down2
3/13/2019 9:26,3/13/2019 9:39,0,104.200.38.236,100,815,1,3/13/2019 9:39,R_3k6QGdhXn32riGD,,,,,35.66990662,-97.46469879,anonymous,EN,0,0,54.414,0,,,,,,,,,,,,,,,,80,84,87,2,,2,4,,2,3,,2,,,2,,,3,,,3,,4,2,0,3,2,PostFeed
3/13/2019 9:28,3/13/2019 9:39,0,98.17.54.110,100,684,1,3/13/2019 9:39,R_3ho2s7L1YgVgVrw,,,,,31.41209412,-95.99040222,anonymous,EN,163.72,186.592,189.896,4,,,,,,,,,,,,,,,,98,92,89,2,2,2,4,2,,,,,4,,,,,,1,2,1,2,,1,0,4,3,PostFeed
3/13/2019 9:35,3/13/2019 9:39,0,67.168.104.201,100,212,1,3/13/2019 9:39,R_3frs4SYB9Mwup0j,,,,,47.66740417,-122.3701019,anonymous,EN,27.259,71.699,84.992,3,,,,,,,,,,,,,,,,80,94,75,2,,2,,2,1,,,4,4,,2,,1,,,2,2,,,1,0,4,4,PostFeed
3/13/2019 9:36,3/13/2019 9:39,0,73.139.19.187,100,199,1,3/13/2019 9:39,R_DBiYaB1FvokuYIV,,,,,25.60620117,-80.34519958,anonymous,EN,0,0,36.937,0,,,,,,,,,,,,,,,,18,0,11,2,3,1,,2,,,,,1,3,,,3,,3,4,2,4,,,0,1,1,PreTest
3/13/2019 9:36,3/13/2019 9:39,0,158.145.224.112,100,205,1,3/13/2019 9:39,R_3MsM1IP7Eux2NwJ,,,,,61.11940002,-149.8973999,anonymous,EN,0,0,82.822,0,,,,,,,,,,,,,,,,60,56,31,2,2,,,2,,2,3,,,3,,2,2,,2,,,2,3,,0,2,2,PostTest
3/13/2019 9:32,3/13/2019 9:39,0,174.50.183.218,100,421,1,3/13/2019 9:39,R_3g5xMPFDUrfZfXl,,,,,38.6710968,-121.1495056,anonymous,EN,0,0,193.584,0,,,,,,,,,,,,,,,,81,86,65,2,,,3,,,3,,4,4,3,2,1,,2,4,,3,,,,0,2,2,PostTest
3/13/2019 9:33,3/13/2019 9:39,0,72.1.112.193,100,359,1,3/13/2019 9:39,R_2uIB6VtdvZOLRZj,,,,,39.51019287,-104.7216034,anonymous,EN,45.545,129.651,133.286,3,2,3,1,2,4,4,2,2,3,3,60,4,70,30,1,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,Up2
3/13/2019 9:36,3/13/2019 9:39,0,69.131.9.70,100,214,1,3/13/2019 9:39,R_29bsP5wn8bx5nYp,,,,,30.79769897,-81.70749664,anonymous,EN,0,0,86.171,0,,,,,,,,,,,,,,,,100,100,0,1,2,,1,2,2,,,,,2,,2,,,,4,2,2,4,,0,3,4,PreTest
3/13/2019 9:32,3/13/2019 9:39,0,174.21.51.216,100,431,1,3/13/2019 9:39,R_zeVDgLiJkYUngXf,,,,,47.29620361,-122.3953018,anonymous,EN,0,0,171.379,0,,,,,,,,,,,,,,,,87,55,66,2,2,,1,1,2,,,,,2,,3,,,,2,2,4,4,,0,2,2,PreTest
3/13/2019 9:35,3/13/2019 9:39,0,66.41.49.5,100,275,1,3/13/2019 9:39,R_10u6SVvZefv15PQ,,,,,45.16810608,-93.25039673,anonymous,EN,0,0,132.95,0,,,,,,,,,,,,,,,,85,72,32,1,,,,2,1,,,2,4,3,2,2,4,,,4,2,,,,0,4,3,PostTest
3/13/2019 9:35,3/13/2019 9:39,0,71.64.106.229,100,242,1,3/13/2019 9:39,R_2EcJfBjIhQBftkx,,,,,41.24580383,-81.43669891,anonymous,EN,0,0,100.875,0,,,,,,,,,,,,,,,,100,60,61,2,,,4,,1,2,2,,4,,2,2,,2,,,,2,,2,0,3,4,PreTest
3/13/2019 9:26,3/13/2019 9:39,0,141.165.233.69,100,829,1,3/13/2019 9:39,R_D1RSy1HCSdgenvj,,,,,32.44999695,-81.71579742,anonymous,EN,6.151,495.992,507.28,76,3,2,4,2,2,2,2,2,1,2,88,8,86,81,2,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,Control
3/13/2019 9:39,3/13/2019 9:40,0,216.159.104.226,100,55,1,3/13/2019 9:40,R_1LbwozTVEocY9pN,,,,,41.66490173,-91.51509857,anonymous,EN,0,0,1.821,0,,,,,,,,,,,,,,,,47,71,57,2,1,,3,2,1,,,,,3,,2,,,,4,4,4,3,,0,2,1,PostFeed
3/13/2019 9:34,3/13/2019 9:40,0,208.108.81.45,100,307,1,3/13/2019 9:40,R_2WIp5Z2r1JGsTzq,,,,,41.37219238,-82.10870361,anonymous,EN,0,0,25.206,0,3,3,4,2,1,4,2,2,4,2,47,5,88,0,1,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,Control
3/13/2019 9:34,3/13/2019 9:39,0,76.0.56.231,100,314,1,3/13/2019 9:40,R_3RqjMJsto2MReiY,,,,,38.57730103,-92.24430084,anonymous,EN,0,0,143.76,0,2,3,4,2,2,2,1,2,4,2,88,4,96,77,1,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,Control
3/13/2019 9:27,3/13/2019 9:40,0,67.247.209.64,100,746,1,3/13/2019 9:40,R_1MSAagsmSh6vC28,,,,,42.83540344,-78.75730133,anonymous,EN,31.394,34.418,43.072,3,,,,,,,,,,,,,,,,60,31,12,2,,2,,,,2,2,2,4,,2,,1,2,2,,,,,1,0,4,4,PostTest
3/13/2019 9:34,3/13/2019 9:40,0,64.124.40.34,100,338,1,3/13/2019 9:40,R_3p9ityr4FrKVfvS,,,,,41.01860046,-111.5010986,anonymous,EN,21.839,116.562,119.547,36,,,,,,,,,,,,,,,,80,90,70,2,2,2,4,2,,,2,,,,,,,,2,2,,2,4,1,0,4,3,PostTest
3/13/2019 9:34,3/13/2019 9:40,0,68.129.202.26,100,323,1,3/13/2019 9:40,R_24IsWRyY5CHL51s,,,,,40.71350098,-73.354599,anonymous,EN,135.167,155.431,162.969,2,,,,,,,,,,,,,,,,29,74,16,1,,,,,2,4,2,2,,3,2,3,3,2,,,,,4,,0,2,3,PostFeed
3/13/2019 9:35,3/13/2019 9:40,0,131.216.14.4,100,260,1,3/13/2019 9:40,R_XCeC1wFyuKbS9ep,,,,,36.10079956,-115.1364975,anonymous,EN,1.358,41.974,110.077,4,,,,,,,,,,,,,,,,90,70,0,2,2,,,,,2,1,2,4,,,2,3,2,2,,,,,1,0,3,3,PreTest
3/13/2019 9:30,3/13/2019 9:40,0,179.215.254.224,100,586,1,3/13/2019 9:40,R_PZlo9h42AGK9dwl,,,,,-12.86650085,-38.48579407,anonymous,EN,16.09,185.15,186.689,10,2,2,1,2,2,2,2,2,4,2,82,3,62,25,2,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,Up2
3/13/2019 9:35,3/13/2019 9:40,0,128.118.152.250,100,284,1,3/13/2019 9:40,R_25ydk7fq9L8E1lG,,,,,40.89779663,-77.77320099,anonymous,EN,0,0,117.326,0,2,3,1,2,2,2,1,2,4,1,100,3,60,61,1,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,Down2
3/13/2019 9:33,3/13/2019 9:40,0,170.135.176.108,100,427,1,3/13/2019 9:40,R_2YzWz5ziyO3AEZS,,,,,44.97999573,-93.26380157,anonymous,EN,0,0,297.27,0,,,,,,,,,,,,,,,,82,75,60,2,,2,1,,,,2,2,3,,2,,,2,2,3,,,,3,0,4,3,PostFeed
3/13/2019 9:35,3/13/2019 9:40,0,73.220.199.101,100,261,1,3/13/2019 9:40,R_2lb7u1uaEnuJwu5,,,,,38.62260437,-121.388504,anonymous,EN,13.854,123.096,123.917,24,,,,,,,,,,,,,,,,96,78,39,2,2,,,,1,,2,2,1,,,2,3,2,,4,,,,3,0,4,2,PostTest
3/13/2019 9:36,3/13/2019 9:40,0,129.42.208.182,100,233,1,3/13/2019 9:40,R_2rwMoIFeLwb3VKW,,,,,41.13600159,-73.70089722,anonymous,EN,0,0,104.789,0,,,,,,,,,,,,,,,,80,94,57,1,,3,3,,2,,2,2,,,2,,,2,,2,,,4,1,0,2,4,PostTest
3/13/2019 9:25,3/13/2019 9:40,0,216.169.18.21,100,878,1,3/13/2019 9:40,R_3oR7K0DZB7gdz8h,,,,,40.56739807,-89.6242981,anonymous,EN,15.152,40,69.679,3,3,2,4,2,2,3,2,2,4,3,72,6,100,2,1,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,Up2
3/13/2019 9:36,3/13/2019 9:40,0,98.167.127.34,100,262,1,3/13/2019 9:40,R_RxWiWb7mv9Ffo5j,,,,,36.32650757,-115.339798,anonymous,EN,9.388,11.272,43.889,8,2,2,4,1,4,3,1,2,2,2,24,15,29,83,2,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,Down2
3/13/2019 9:33,3/13/2019 9:40,0,100.42.38.56,100,409,1,3/13/2019 9:40,R_1DRLNxcWzomTjom,,,,,37.64649963,-84.77469635,anonymous,EN,96.914,130.516,132.271,3,,,,,,,,,,,,,,,,75,60,45,1,,2,,2,,,2,2,4,,2,,4,,2,2,,,,2,0,5,1,PostTest
3/13/2019 9:29,3/13/2019 9:40,0,41.80.94.199,100,646,1,3/13/2019 9:40,R_26msFO2sRFPRSTq,,,,,-1.284103394,36.81550598,anonymous,EN,0,0,199.686,0,,,,,,,,,,,,,,,,82,81,40,2,3,,1,2,4,,,,,3,,2,,,,2,3,2,4,,0,2,3,PreTest
3/13/2019 9:27,3/13/2019 9:40,0,173.2.88.101,100,771,1,3/13/2019 9:40,R_2f0Y2cIk7YAM7Xz,,,,,40.87420654,-74.34999847,anonymous,EN,262.06,438.465,441.316,5,,,,,,,,,,,,,,,,80,83,79,2,2,2,,,,,3,4,,1,,,4,2,2,3,,,4,,0,3,3,PostTest
3/13/2019 9:34,3/13/2019 9:40,0,71.178.201.43,100,334,1,3/13/2019 9:40,R_25Z2qnuEptsKgDW,,,,,38.92080688,-77.03600311,anonymous,EN,3.755,49.873,88.957,5,2,2,1,2,2,3,2,2,4,2,67,4,40,8,2,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,Control
3/13/2019 9:35,3/13/2019 9:40,0,67.186.55.114,100,278,1,3/13/2019 9:40,R_XBq7aD4HNyURQKl,,,,,40.33509827,-79.98320007,anonymous,EN,0,0,3.221,0,2,3,2,3,2,2,4,2,2,3,92,7,79,72,2,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,Down2
3/13/2019 9:34,3/13/2019 9:40,0,24.51.132.18,100,376,1,3/13/2019 9:40,R_3iOrUlaDf2pzah5,,,,,41.81689453,-78.2798996,anonymous,EN,0,0,175.476,0,2,3,3,2,2,4,2,2,4,1,85,5,92,61,2,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,Up2
3/13/2019 9:33,3/13/2019 9:40,0,96.58.39.85,100,419,1,3/13/2019 9:40,R_3nCbhycyoCnd8fs,,,,,28.07910156,-82.52449799,anonymous,EN,16.481,32.662,136.456,3,,,,,,,,,,,,,,,,18,50,0,2,,,,1,4,3,,2,,2,3,1,3,,,,2,,1,,0,2,1,PostFeed
3/13/2019 9:33,3/13/2019 9:40,0,98.214.149.3,100,457,1,3/13/2019 9:40,R_3kGsVc0opTQuavU,,,,,40.76870728,-89.60240173,anonymous,EN,30.542,136.545,140.953,50,,,,,,,,,,,,,,,,72,71,24,1,,4,2,,2,,,2,,1,2,,,2,,2,3,,4,,0,2,3,PostTest
3/13/2019 9:30,3/13/2019 9:40,0,68.64.118.38,100,598,1,3/13/2019 9:40,R_1joxPzY5Xc6UaQU,,,,,37.2868042,-82.87409973,anonymous,EN,2.905,203.664,206.084,10,,,,,,,,,,,,,,,,100,100,0,1,3,,,2,4,,,2,,1,,2,4,,,4,2,,4,,0,3,3,PreTest
3/13/2019 9:38,3/13/2019 9:40,0,97.80.23.162,100,146,1,3/13/2019 9:40,R_1r6rinDATqxxopf,,,,,30.56680298,-90.48200226,anonymous,EN,0,0,52.256,0,,,,,,,,,,,,,,,,82,100,23,2,,,4,2,,4,,4,4,,2,2,,,2,,3,,,1,0,2,3,PreTest
3/13/2019 9:33,3/13/2019 9:40,0,73.61.61.207,100,463,1,3/13/2019 9:40,R_aXA0y8YIfIWL8o9,,,,,43.188797,-70.88680267,anonymous,EN,74.043,187.278,188.539,17,,,,,,,,,,,,,,,,50,40,5,2,,,,3,2,3,1,,,1,2,2,1,,,,,2,4,,0,2,5,PostFeed
3/13/2019 9:38,3/13/2019 9:40,0,154.16.137.62,100,124,1,3/13/2019 9:40,R_RlclLEq4EOwouop,,,,,32.81370544,-96.87039948,anonymous,EN,0,0,8.554,0,,,,,,,,,,,,,,,,88,82,85,2,,2,,,,2,2,,2,2,2,,2,2,2,,,2,,,0,2,3,PostFeed
3/13/2019 9:36,3/13/2019 9:40,0,174.198.28.209,100,279,1,3/13/2019 9:40,R_3QFQ9jA9Ads4bud,,,,,42.18170166,-88.33039856,anonymous,EN,11.316,112.771,113.653,94,,,,,,,,,,,,,,,,50,68,24,1,,,4,2,4,,,4,4,,2,3,,,,4,3,,,1,0,2,2,PostFeed
3/13/2019 9:38,3/13/2019 9:40,0,196.19.157.162,100,117,1,3/13/2019 9:40,R_2pW7PNBYSsr2Ql3,,,,,39.09970093,-94.57859802,anonymous,EN,0,0,5.443,0,,,,,,,,,,,,,,,,100,99,93,1,4,2,,,,2,4,,3,,,,2,2,3,,,3,,2,0,1,1,PostTest
3/13/2019 9:31,3/13/2019 9:41,0,96.32.87.245,100,573,1,3/13/2019 9:41,R_XIkr32B5rq2qGuB,,,,,34.00140381,-84.01439667,anonymous,EN,365.571,410.407,411.188,4,2,2,2,2,1,4,3,1,4,2,76,13,83,54,1,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,Control
3/13/2019 9:22,3/13/2019 9:41,0,24.131.60.201,100,1108,1,3/13/2019 9:41,R_2AZv5o21MyRZJpU,,,,,33.93719482,-84.07910156,anonymous,EN,2.999,276.15,278.347,22,,,,,,,,,,,,,,,,100,89,75,2,,2,1,,1,,,,4,1,2,,,2,,3,2,2,,,0,5,5,PostFeed
3/13/2019 9:34,3/13/2019 9:40,0,59.92.141.154,100,373,1,3/13/2019 9:41,R_6yDAA4kIHAbJ9vP,,,,,18.30000305,83.8999939,anonymous,EN,3.309,108.122,109.289,51,,,,,,,,,,,,,,,,81,74,62,2,2,,,,,4,,2,4,1,,2,2,1,2,,1,,,,0,4,1,PostFeed
3/13/2019 9:29,3/13/2019 9:41,0,47.7.236.220,100,695,1,3/13/2019 9:41,R_3q9gCIdyofGeqdn,,,,,35.90100098,-81.21240234,anonymous,EN,29.839,32,62.895,3,2,2,4,2,4,4,2,2,4,1,79,8,85,70,2,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,Up2
3/13/2019 9:35,3/13/2019 9:41,0,75.82.231.57,100,375,1,3/13/2019 9:41,R_3R9OI2ArYbsqnAI,,,,,34.27729797,-118.5000992,anonymous,EN,49.515,107.022,117.113,3,,,,,,,,,,,,,,,,64,37,50,2,2,2,,,,,2,2,3,,,,4,2,2,4,,,,2,0,4,1,PreTest
3/13/2019 9:34,3/13/2019 9:41,0,174.229.152.86,100,381,1,3/13/2019 9:41,R_3lQho0FCDgDwtUQ,,,,,38.37739563,-81.83049774,anonymous,EN,1.129,8.499,131.908,2,,,,,,,,,,,,,,,,98,87,62,2,,2,,2,,4,2,2,,,2,,4,,2,,,,4,3,0,4,2,PreTest
3/13/2019 9:35,3/13/2019 9:41,0,73.177.103.254,100,319,1,3/13/2019 9:41,R_3lDj083Vtyo0qIT,,,,,35.27520752,-89.72949982,anonymous,EN,9.915,26.317,27.642,3,,,,,,,,,,,,,,,,27,82,1,1,2,2,,,1,,2,,4,,,,4,2,,4,,4,,2,0,5,1,PostTest
3/13/2019 9:28,3/13/2019 9:41,0,107.77.234.7,100,789,1,3/13/2019 9:41,R_POJOBakzZjiBUpr,,,,,37.75100708,-97.8219986,anonymous,EN,231.038,231.038,234.152,1,,,,,,,,,,,,,,,,91,60,29,2,,,1,,1,,,2,4,1,2,2,,2,,2,2,,,,0,5,4,PreTest
3/13/2019 9:33,3/13/2019 9:41,0,108.185.234.87,100,450,1,3/13/2019 9:41,R_1gvG29Mig1CZdMj,,,,,34.46839905,-118.5261002,anonymous,EN,0,0,185.589,0,,,,,,,,,,,,,,,,71,39,0,2,,,4,,1,2,2,,4,,2,3,,2,,,,2,,1,0,3,4,PostTest
3/13/2019 9:30,3/13/2019 9:41,0,50.235.47.150,100,635,1,3/13/2019 9:41,R_1M6CKc8LtssrbT4,,,,,33.72779846,-84.42320251,anonymous,EN,0,0,370.55,0,2,3,1,2,1,2,2,1,4,3,71,5,60,10,1,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,FT
3/13/2019 9:35,3/13/2019 9:41,0,107.77.192.144,100,377,1,3/13/2019 9:41,R_3nlba5xe9YJJZSn,,,,,37.75100708,-97.8219986,anonymous,EN,4.004,239.761,241.5,41,,,,,,,,,,,,,,,,76,76,29,2,2,,4,2,,,1,,4,,,3,,,1,2,,1,,1,0,3,2,PostTest
3/13/2019 9:27,3/13/2019 9:41,0,198.140.4.136,100,841,1,3/13/2019 9:41,R_2ATpIgkJiNR5RgV,,,,,37.75100708,-97.8219986,anonymous,EN,3.775,3.775,230.708,1,,,,,,,,,,,,,,,,23,15,9,2,,,4,,2,2,,,4,3,3,3,,1,,,2,2,,,0,1,2,PreTest
3/13/2019 9:28,3/13/2019 9:41,0,173.244.217.54,100,787,1,3/13/2019 9:41,R_2Bu4uUtOOM3WKPA,,,,,40.73080444,-73.99749756,anonymous,EN,236.748,241.428,278.434,2,,,,,,,,,,,,,,,,69,80,41,1,2,,3,2,2,,,,3,,,3,,,,4,2,2,,1,0,2,3,PostTest
3/13/2019 9:38,3/13/2019 9:41,0,65.220.84.242,100,169,1,3/13/2019 9:41,R_24of6qM2LmTepHL,,,,,37.75100708,-97.8219986,anonymous,EN,0,0,14.115,0,1,2,2,3,3,1,1,4,2,2,81,80,85,92,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,FT
3/13/2019 9:37,3/13/2019 9:41,0,174.49.163.171,100,232,1,3/13/2019 9:41,R_3L6eCZqIVfM6Lns,,,,,39.79429626,-76.98120117,anonymous,EN,0,0,46.733,0,,,,,,,,,,,,,,,,39,23,30,2,2,,,2,,4,,2,,1,,3,1,,2,,3,,4,,0,4,2,PostTest
3/13/2019 9:35,3/13/2019 9:41,0,173.172.151.222,100,340,1,3/13/2019 9:41,R_3s6uaB3akkKqfY4,,,,,32.92599487,-96.96659851,anonymous,EN,39.961,166.587,168.429,4,2,2,4,2,2,2,2,1,4,3,58,5,25,0,2,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,Down2
3/13/2019 9:38,3/13/2019 9:41,0,184.18.196.9,100,187,1,3/13/2019 9:41,R_3ssJApVRjPv5nkW,,,,,41.14649963,-85.12319946,anonymous,EN,0,0,80.375,0,,,,,,,,,,,,,,,,75,60,51,1,,1,,1,,2,2,,3,,4,,2,,1,,,1,,3,0,1,1,PreTest
3/13/2019 9:30,3/13/2019 9:41,0,24.95.181.46,100,668,1,3/13/2019 9:41,R_1l5KULqHkgaVdpN,,,,,38.42179871,-82.71730042,anonymous,EN,60.411,179.268,180.662,5,,,,,,,,,,,,,,,,30,35,5,2,,,4,,2,,,2,3,1,2,2,,2,,3,2,,,,0,2,5,PostFeed
3/13/2019 9:33,3/13/2019 9:41,0,96.58.39.85,100,480,1,3/13/2019 9:41,R_2zSlnnLvfE9O9ze,,,,,28.07910156,-82.52449799,anonymous,EN,0,0,341.17,0,,,,,,,,,,,,,,,,4,24,1,2,1,,1,4,,3,2,,,,,1,,,4,,,3,3,2,0,3,0,PostTest
3/13/2019 9:29,3/13/2019 9:41,0,96.230.107.87,100,718,1,3/13/2019 9:41,R_OqUfwSpVIqD72g1,,,,,42.15139771,-71.42169952,anonymous,EN,169.907,182.024,183.094,3,,,,,,,,,,,,,,,,26,56,30,1,,,2,2,2,,,,4,1,2,2,,,,2,2,2,,,0,3,4,PostFeed
3/13/2019 9:37,3/13/2019 9:41,0,98.249.138.19,100,256,1,3/13/2019 9:41,R_2pMlwnVmR6jBE6U,,,,,27.44929504,-80.35919952,anonymous,EN,6.206,10.524,34.078,3,2,1,4,4,4,3,3,2,1,2,68,5,70,38,2,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,FT
3/13/2019 9:33,3/13/2019 9:42,0,65.7.12.54,100,487,1,3/13/2019 9:42,R_2OZ2J6imMU92iLt,,,,,34.25379944,-88.72090149,anonymous,EN,0,0,144.243,0,,,,,,,,,,,,,,,,80,91,71,1,3,1,4,,4,,,,,3,,,,2,,4,2,4,3,,0,0,2,PostTest
3/13/2019 9:39,3/13/2019 9:42,0,73.7.4.72,100,121,1,3/13/2019 9:42,R_2rYmnPtVXtliJpS,,,,,33.39149475,-84.56349945,anonymous,EN,0,0,13.87,0,2,1,2,1,2,1,2,1,1,1,93,5,91,93,1,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,FT
3/13/2019 9:36,3/13/2019 9:41,0,8.7.108.6,100,329,1,3/13/2019 9:42,R_bgEHoS0uSsQOttT,,,,,37.46380615,-77.39800262,anonymous,EN,0,0,159.42,0,2,3,4,2,2,3,2,2,4,2,40,4,60,0,1,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,Down2
3/13/2019 9:35,3/13/2019 9:42,0,23.244.155.96,100,371,1,3/13/2019 9:42,R_2wADoIIar9EfqRn,,,,,40.71820068,-74.04759979,anonymous,EN,0,0,137.775,0,,,,,,,,,,,,,,,,62,36,63,2,,2,4,2,4,,,2,,,2,,,,,3,2,,2,2,0,3,3,PreTest
3/13/2019 9:36,3/13/2019 9:42,0,73.225.242.101,100,301,1,3/13/2019 9:42,R_22xJgvzLyi8D99n,,,,,48.79899597,-122.4499054,anonymous,EN,78.988,78.988,82.514,1,2,2,1,2,2,3,2,2,4,1,90,2,65,30,1,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,Up2
3/13/2019 9:32,3/13/2019 9:42,0,108.245.245.194,100,560,1,3/13/2019 9:42,R_w5n4GmXmo0dQ4xz,,,,,40.76800537,-87.99330139,anonymous,EN,0,0,86.745,0,2,3,1,2,2,4,2,2,4,3,71,4,30,19,2,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,Down2
3/13/2019 9:41,3/13/2019 9:42,0,154.16.137.103,100,59,1,3/13/2019 9:42,R_2VJWrLIPoOk9qyx,,,,,32.81370544,-96.87039948,anonymous,EN,0,0,3.509,0,,,,,,,,,,,,,,,,88,88,88,2,,3,,3,,3,3,,,2,3,,3,,3,,,3,2,,0,1,0,PostFeed
3/13/2019 9:32,3/13/2019 9:41,0,69.85.217.249,100,545,1,3/13/2019 9:42,R_1ONZ5FlPVvo0OlP,,,,,30.69619751,-88.18209839,anonymous,EN,25.714,30.149,221.018,3,,,,,,,,,,,,,,,,71,84,58,1,,,1,2,2,,,2,,3,2,3,,,,4,3,,3,,0,3,1,PostFeed
3/13/2019 9:34,3/13/2019 9:42,0,67.142.112.46,100,437,1,3/13/2019 9:42,R_xrcLbHwb5y5fkIh,,,,,37.75100708,-97.8219986,anonymous,EN,28.006,36.255,205.455,2,,,,,,,,,,,,,,,,90,92,70,2,,2,,2,2,2,2,,,,3,,4,,,,,2,4,1,0,3,3,PreTest
3/13/2019 9:34,3/13/2019 9:42,0,24.96.246.99,100,468,1,3/13/2019 9:42,R_3qU2dG2n3RblDYV,,,,,30.20069885,-85.81359863,anonymous,EN,17.209,185.756,187.536,10,2,1,1,2,2,3,2,2,3,2,92,3,96,0,2,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,Down2
3/13/2019 9:38,3/13/2019 9:42,0,173.216.27.82,100,253,1,3/13/2019 9:42,R_2Yz7YDdnSIgCreU,,,,,34.94639587,-92.03220367,anonymous,EN,0,0,122.863,0,2,2,4,2,2,2,1,2,4,1,80,3,70,0,1,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,Control
